FILE NAME,label
Lung_Opacity-4544,3
COVID-1854,0
Viral Pneumonia-915,2
COVID-2716,0
Lung_Opacity-4985,3
Lung_Opacity-1721,3
Normal-1774,1
Lung_Opacity-1329,3
Lung_Opacity-3301,3
Normal-4540,1
Normal-6793,1
Lung_Opacity-4190,3
Viral Pneumonia-628,2
Normal-4398,1
Normal-4419,1
COVID-3246,0
Normal-2417,1
Normal-9176,1
Normal-3528,1
Viral Pneumonia-692,2
Normal-6904,1
Normal-4163,1
Normal-3090,1
Lung_Opacity-1935,3
Lung_Opacity-5987,3
Normal-5831,1
Normal-8377,1
Normal-1635,1
Lung_Opacity-2291,3
Lung_Opacity-1882,3
Normal-2052,1
Normal-4916,1
Lung_Opacity-1869,3
Viral Pneumonia-1315,2
Viral Pneumonia-784,2
Lung_Opacity-3948,3
COVID-1194,0
Normal-7628,1
COVID-2903,0
Viral Pneumonia-253,2
Normal-3742,1
Normal-5681,1
Normal-4709,1
Viral Pneumonia-550,2
Normal-84,1
Normal-2363,1
Normal-3413,1
Viral Pneumonia-1325,2
COVID-2060,0
Normal-1083,1
Lung_Opacity-4145,3
COVID-3421,0
COVID-244,0
COVID-3174,0
Lung_Opacity-3799,3
COVID-2962,0
Normal-3924,1
Normal-4812,1
Lung_Opacity-671,3
Normal-1082,1
Lung_Opacity-2860,3
Normal-7246,1
Normal-9221,1
Normal-6007,1
Normal-5839,1
Normal-8222,1
Lung_Opacity-5071,3
COVID-1653,0
Lung_Opacity-5419,3
Lung_Opacity-3078,3
COVID-410,0
Viral Pneumonia-840,2
Normal-2942,1
Lung_Opacity-2783,3
Viral Pneumonia-893,2
Lung_Opacity-2251,3
Lung_Opacity-2659,3
Viral Pneumonia-308,2
Normal-3837,1
Viral Pneumonia-492,2
Lung_Opacity-2950,3
Normal-710,1
Normal-5308,1
COVID-3060,0
Normal-8631,1
Normal-9913,1
Normal-8215,1
Viral Pneumonia-342,2
Lung_Opacity-3528,3
Normal-4058,1
Normal-985,1
Normal-3298,1
COVID-2588,0
COVID-1575,0
COVID-483,0
Normal-452,1
COVID-3275,0
Lung_Opacity-992,3
Normal-9899,1
COVID-2307,0
Normal-1431,1
Lung_Opacity-3472,3
Lung_Opacity-5256,3
Normal-3605,1
Lung_Opacity-325,3
Lung_Opacity-3686,3
Viral Pneumonia-239,2
Normal-9565,1
Viral Pneumonia-591,2
Viral Pneumonia-1029,2
Lung_Opacity-1573,3
Lung_Opacity-1168,3
Lung_Opacity-3448,3
COVID-3149,0
Normal-4727,1
Normal-3907,1
Lung_Opacity-5458,3
Lung_Opacity-1472,3
Normal-9521,1
Normal-2950,1
Normal-2224,1
Lung_Opacity-4519,3
Normal-4134,1
Normal-3569,1
Normal-5209,1
Normal-9589,1
Normal-312,1
COVID-1195,0
Lung_Opacity-3291,3
Normal-5354,1
Normal-2571,1
Normal-6487,1
Normal-869,1
Viral Pneumonia-173,2
Normal-2030,1
Normal-6298,1
Viral Pneumonia-1322,2
COVID-2108,0
Lung_Opacity-4497,3
Normal-4891,1
Normal-1294,1
COVID-2107,0
COVID-1258,0
Lung_Opacity-2253,3
Viral Pneumonia-31,2
Lung_Opacity-1161,3
Normal-1737,1
Lung_Opacity-4383,3
COVID-1520,0
COVID-1056,0
Normal-2194,1
Lung_Opacity-3492,3
COVID-2299,0
Viral Pneumonia-665,2
Normal-5672,1
Lung_Opacity-714,3
Normal-9911,1
COVID-2386,0
Lung_Opacity-3171,3
Normal-393,1
Normal-10031,1
Lung_Opacity-5369,3
Viral Pneumonia-43,2
Normal-8953,1
COVID-172,0
Lung_Opacity-5488,3
Normal-4758,1
Lung_Opacity-575,3
Normal-2063,1
Normal-6235,1
Lung_Opacity-2084,3
COVID-208,0
Lung_Opacity-5891,3
Normal-4341,1
Normal-5094,1
COVID-3278,0
Normal-3092,1
COVID-2503,0
Lung_Opacity-2601,3
Normal-2301,1
Lung_Opacity-1340,3
Normal-6909,1
Lung_Opacity-320,3
Normal-8269,1
Normal-2535,1
Normal-7105,1
Normal-1727,1
Normal-3205,1
Normal-7240,1
Viral Pneumonia-298,2
Lung_Opacity-3929,3
COVID-3354,0
Normal-3624,1
Lung_Opacity-5755,3
Normal-8642,1
Lung_Opacity-2874,3
Normal-121,1
Lung_Opacity-5371,3
Normal-5902,1
Viral Pneumonia-1297,2
Lung_Opacity-1746,3
Normal-6440,1
COVID-1880,0
Normal-377,1
Normal-7698,1
Viral Pneumonia-797,2
Lung_Opacity-5424,3
Viral Pneumonia-827,2
Lung_Opacity-5121,3
Normal-7932,1
Normal-6157,1
COVID-2953,0
Normal-1061,1
Normal-1081,1
COVID-707,0
Lung_Opacity-2039,3
Normal-8533,1
Normal-1105,1
Lung_Opacity-1487,3
Viral Pneumonia-952,2
Normal-1854,1
Normal-3127,1
Normal-1415,1
Lung_Opacity-1176,3
Normal-3125,1
Normal-6786,1
Normal-5926,1
Normal-318,1
Normal-513,1
Lung_Opacity-4254,3
Viral Pneumonia-660,2
Viral Pneumonia-515,2
Lung_Opacity-4294,3
Lung_Opacity-4183,3
Normal-2107,1
COVID-2783,0
Lung_Opacity-1317,3
Normal-2776,1
Normal-3947,1
Normal-6470,1
Normal-4431,1
Normal-2117,1
Lung_Opacity-3259,3
Lung_Opacity-5198,3
Normal-4998,1
Lung_Opacity-464,3
COVID-1943,0
COVID-1776,0
Normal-4124,1
Lung_Opacity-1027,3
COVID-484,0
COVID-441,0
Lung_Opacity-3647,3
Lung_Opacity-2226,3
Normal-7175,1
Normal-6416,1
Viral Pneumonia-1131,2
COVID-263,0
Viral Pneumonia-592,2
Normal-5445,1
COVID-520,0
COVID-3438,0
Viral Pneumonia-1063,2
Normal-6179,1
COVID-1550,0
Lung_Opacity-3093,3
Lung_Opacity-3538,3
Normal-5729,1
Lung_Opacity-1114,3
Lung_Opacity-4154,3
Lung_Opacity-701,3
Normal-6415,1
Normal-6651,1
Normal-4018,1
Normal-9701,1
Viral Pneumonia-835,2
Normal-2734,1
Normal-5306,1
COVID-3211,0
COVID-224,0
Lung_Opacity-3691,3
COVID-1681,0
COVID-1358,0
Normal-620,1
Normal-7930,1
Lung_Opacity-5528,3
Normal-7773,1
Lung_Opacity-246,3
Normal-2520,1
COVID-605,0
Normal-9368,1
Normal-3327,1
Lung_Opacity-63,3
Normal-3044,1
Lung_Opacity-2891,3
Lung_Opacity-2915,3
Normal-1584,1
COVID-3434,0
Normal-4637,1
Normal-9994,1
Lung_Opacity-678,3
COVID-576,0
