FILE NAME,label
COVID-2002,0
Lung_Opacity-3685,3
COVID-3121,0
Normal-5801,1
Lung_Opacity-4169,3
Lung_Opacity-1884,3
Lung_Opacity-5064,3
Viral Pneumonia-95,2
Lung_Opacity-138,3
COVID-264,0
COVID-1538,0
Lung_Opacity-5414,3
Normal-4584,1
Normal-8959,1
COVID-3180,0
Normal-2413,1
COVID-1256,0
Lung_Opacity-4275,3
Lung_Opacity-4290,3
Normal-4224,1
Normal-9316,1
Normal-5867,1
Normal-2883,1
COVID-2531,0
Viral Pneumonia-617,2
Normal-9451,1
Normal-8937,1
Lung_Opacity-4573,3
Normal-1267,1
Normal-1138,1
Viral Pneumonia-1295,2
Normal-2055,1
Normal-6755,1
Lung_Opacity-877,3
Normal-7668,1
Lung_Opacity-5086,3
Normal-338,1
Lung_Opacity-5658,3
Normal-541,1
Normal-1806,1
Viral Pneumonia-1013,2
Normal-8948,1
Normal-5826,1
Normal-8602,1
Normal-1325,1
Normal-2148,1
Lung_Opacity-2599,3
Lung_Opacity-3183,3
Normal-5458,1
Lung_Opacity-5574,3
Normal-4169,1
Normal-7914,1
Normal-6859,1
Normal-10178,1
Normal-3769,1
Normal-1404,1
Lung_Opacity-2024,3
Normal-5423,1
Lung_Opacity-3229,3
Lung_Opacity-2655,3
COVID-549,0
COVID-2360,0
COVID-296,0
Normal-5338,1
COVID-351,0
Lung_Opacity-2308,3
Viral Pneumonia-875,2
Lung_Opacity-684,3
COVID-2581,0
COVID-7,0
Lung_Opacity-2490,3
Normal-3930,1
COVID-1120,0
Normal-58,1
Lung_Opacity-6009,3
Lung_Opacity-1201,3
COVID-466,0
Lung_Opacity-1052,3
Normal-472,1
Lung_Opacity-5342,3
Lung_Opacity-5054,3
Lung_Opacity-3554,3
Lung_Opacity-607,3
Lung_Opacity-2474,3
Normal-3026,1
Normal-1936,1
Lung_Opacity-2946,3
Viral Pneumonia-613,2
Normal-7320,1
Viral Pneumonia-1321,2
Normal-2814,1
Normal-1603,1
Lung_Opacity-1399,3
Normal-9416,1
Normal-8052,1
Lung_Opacity-4874,3
Lung_Opacity-5890,3
Normal-239,1
Normal-3547,1
COVID-1341,0
COVID-2433,0
COVID-439,0
COVID-1631,0
Normal-2302,1
Viral Pneumonia-500,2
Lung_Opacity-602,3
Normal-7611,1
Lung_Opacity-5800,3
Normal-3352,1
COVID-3169,0
COVID-1189,0
Normal-5297,1
COVID-2800,0
Normal-3698,1
COVID-1612,0
Normal-9411,1
Normal-9976,1
Normal-7734,1
Normal-4535,1
Normal-4928,1
Viral Pneumonia-975,2
Lung_Opacity-257,3
Normal-491,1
Normal-5856,1
Lung_Opacity-5543,3
