FILE NAME,label
Normal-2264,1
Lung_Opacity-2127,3
Normal-515,1
COVID-1191,0
Lung_Opacity-4273,3
Normal-2855,1
Lung_Opacity-5758,3
Normal-9113,1
Lung_Opacity-1610,3
COVID-2655,0
Normal-7012,1
Normal-9147,1
Lung_Opacity-3707,3
Lung_Opacity-2779,3
Lung_Opacity-4754,3
COVID-514,0
Normal-9766,1
COVID-780,0
Viral Pneumonia-854,2
Lung_Opacity-5329,3
Normal-8057,1
Normal-1574,1
COVID-1375,0
COVID-2122,0
Normal-7179,1
Normal-7862,1
Normal-1534,1
Normal-5210,1
COVID-408,0
Normal-5613,1
Normal-10052,1
Normal-5235,1
COVID-1301,0
Normal-812,1
Lung_Opacity-4309,3
Lung_Opacity-5123,3
Normal-6933,1
Normal-2895,1
Normal-7911,1
Normal-2450,1
COVID-1644,0
Normal-6220,1
Normal-9372,1
Normal-2728,1
Lung_Opacity-4064,3
Lung_Opacity-5638,3
Normal-9607,1
Lung_Opacity-1305,3
Lung_Opacity-555,3
Normal-1680,1
Normal-7374,1
COVID-2992,0
Lung_Opacity-1879,3
COVID-1911,0
COVID-1129,0
Normal-6762,1
COVID-2890,0
Normal-2755,1
Normal-1601,1
Lung_Opacity-5361,3
Normal-3736,1
Normal-8254,1
COVID-2723,0
Normal-10129,1
Lung_Opacity-5252,3
Normal-1030,1
COVID-600,0
Normal-3750,1
Normal-6200,1
Viral Pneumonia-478,2
Normal-3653,1
Normal-9164,1
Lung_Opacity-1818,3
Normal-4586,1
COVID-1760,0
Normal-9486,1
Normal-6505,1
Normal-5829,1
Normal-8071,1
Normal-7646,1
Normal-3874,1
Normal-7581,1
Normal-4428,1
COVID-716,0
COVID-2955,0
Lung_Opacity-5552,3
Normal-3527,1
Normal-6929,1
Viral Pneumonia-978,2
Lung_Opacity-590,3
Normal-3766,1
Normal-4841,1
Normal-9435,1
Lung_Opacity-3936,3
Lung_Opacity-4072,3
Normal-1709,1
COVID-1032,0
Viral Pneumonia-458,2
Normal-4048,1
Normal-7034,1
COVID-2380,0
Normal-3067,1
COVID-1905,0
Normal-3410,1
Lung_Opacity-5024,3
Lung_Opacity-1491,3
Normal-2215,1
Normal-9292,1
Normal-5421,1
Lung_Opacity-2975,3
COVID-2317,0
Lung_Opacity-3379,3
Lung_Opacity-4318,3
Viral Pneumonia-1192,2
Normal-1119,1
COVID-2315,0
Normal-7781,1
Normal-2622,1
Lung_Opacity-1784,3
COVID-2986,0
Normal-8208,1
Normal-5614,1
COVID-873,0
Lung_Opacity-258,3
Normal-4523,1
Lung_Opacity-2513,3
Lung_Opacity-3434,3
Lung_Opacity-3922,3
Lung_Opacity-1852,3
Normal-3346,1
Lung_Opacity-4158,3
Normal-8819,1
Normal-2019,1
Viral Pneumonia-545,2
Normal-7574,1
Lung_Opacity-1887,3
COVID-2468,0
Viral Pneumonia-847,2
Normal-45,1
Normal-3848,1
