FILE NAME,label
Normal-7783,1
Normal-4848,1
Normal-3403,1
COVID-2178,0
Lung_Opacity-3906,3
COVID-219,0
Normal-9604,1
Lung_Opacity-4763,3
Normal-5805,1
Normal-2477,1
Lung_Opacity-832,3
Normal-6441,1
Lung_Opacity-3830,3
COVID-2391,0
Normal-729,1
Viral Pneumonia-901,2
Normal-2848,1
Lung_Opacity-4838,3
Normal-4932,1
Normal-5686,1
Lung_Opacity-3388,3
COVID-2065,0
COVID-1632,0
Normal-906,1
Lung_Opacity-4547,3
Lung_Opacity-3578,3
Viral Pneumonia-1293,2
Normal-1915,1
COVID-3454,0
Lung_Opacity-5614,3
Lung_Opacity-9,3
COVID-3072,0
Normal-3548,1
COVID-2263,0
Lung_Opacity-4713,3
Normal-10049,1
Normal-9508,1
Normal-1801,1
Lung_Opacity-3548,3
Lung_Opacity-229,3
Normal-9427,1
COVID-1370,0
Viral Pneumonia-891,2
Viral Pneumonia-366,2
COVID-595,0
Normal-203,1
COVID-2502,0
COVID-866,0
Normal-3199,1
COVID-1931,0
Normal-6266,1
Lung_Opacity-4384,3
Lung_Opacity-2363,3
Lung_Opacity-4557,3
Lung_Opacity-923,3
COVID-1170,0
Lung_Opacity-688,3
Normal-9986,1
COVID-2387,0
Lung_Opacity-851,3
Lung_Opacity-2727,3
Lung_Opacity-765,3
Lung_Opacity-1155,3
Normal-9840,1
Viral Pneumonia-395,2
COVID-2860,0
Lung_Opacity-2069,3
Normal-6382,1
Lung_Opacity-2089,3
Normal-3176,1
Normal-590,1
Normal-9143,1
Lung_Opacity-1782,3
Normal-6121,1
Normal-4338,1
COVID-3608,0
Normal-6554,1
Lung_Opacity-4632,3
Normal-3362,1
Normal-7571,1
Lung_Opacity-4606,3
Viral Pneumonia-736,2
Normal-5165,1
Lung_Opacity-5608,3
Viral Pneumonia-818,2
Lung_Opacity-4373,3
Normal-669,1
COVID-3288,0
Lung_Opacity-1785,3
Normal-9462,1
Lung_Opacity-1315,3
Normal-1387,1
Normal-9594,1
Normal-5085,1
Lung_Opacity-3828,3
Normal-6450,1
Lung_Opacity-3589,3
Normal-6668,1
Normal-2551,1
Lung_Opacity-1376,3
COVID-2471,0
Lung_Opacity-5375,3
Lung_Opacity-5972,3
Normal-3593,1
Lung_Opacity-4340,3
Viral Pneumonia-273,2
Normal-6227,1
Normal-2943,1
Lung_Opacity-4332,3
Normal-3003,1
Lung_Opacity-5759,3
COVID-846,0
Lung_Opacity-4371,3
COVID-3495,0
Lung_Opacity-3462,3
Normal-6351,1
COVID-2312,0
Normal-5138,1
Normal-90,1
Normal-9021,1
Viral Pneumonia-559,2
Normal-635,1
Lung_Opacity-4372,3
Normal-551,1
Lung_Opacity-853,3
Normal-2769,1
COVID-726,0
COVID-659,0
Normal-7569,1
Lung_Opacity-5023,3
Normal-5607,1
Normal-4394,1
Normal-829,1
COVID-1241,0
Viral Pneumonia-365,2
Viral Pneumonia-776,2
Normal-3784,1
COVID-2618,0
Lung_Opacity-4144,3
COVID-1713,0
Normal-8946,1
Lung_Opacity-332,3
Lung_Opacity-3414,3
Normal-5200,1
Normal-6545,1
Lung_Opacity-4073,3
COVID-1942,0
Lung_Opacity-2561,3
Lung_Opacity-1622,3
Lung_Opacity-811,3
COVID-1328,0
Normal-1712,1
Lung_Opacity-1428,3
COVID-1278,0
Lung_Opacity-4865,3
Lung_Opacity-774,3
Viral Pneumonia-149,2
Normal-1209,1
COVID-3586,0
Lung_Opacity-5576,3
Normal-5411,1
Lung_Opacity-870,3
COVID-1379,0
Normal-7689,1
Normal-8185,1
Lung_Opacity-259,3
Normal-1682,1
Lung_Opacity-1277,3
Lung_Opacity-1855,3
Normal-594,1
Normal-6099,1
Normal-4451,1
Normal-2258,1
COVID-239,0
Lung_Opacity-2427,3
Lung_Opacity-337,3
Lung_Opacity-4617,3
Normal-991,1
COVID-680,0
Normal-7834,1
Normal-6738,1
Lung_Opacity-4445,3
Normal-8637,1
Normal-6114,1
Lung_Opacity-3523,3
Normal-5314,1
COVID-3182,0
COVID-3256,0
Lung_Opacity-191,3
Lung_Opacity-2527,3
Normal-6647,1
Normal-4111,1
COVID-1114,0
Lung_Opacity-662,3
Normal-7870,1
Lung_Opacity-1755,3
Normal-1395,1
Normal-610,1
Lung_Opacity-1864,3
COVID-2293,0
Normal-6376,1
Lung_Opacity-1583,3
Normal-9359,1
Lung_Opacity-2829,3
Normal-9660,1
Lung_Opacity-2384,3
Viral Pneumonia-1245,2
Normal-2369,1
Normal-4884,1
Normal-5582,1
Normal-7233,1
Lung_Opacity-406,3
Normal-4764,1
Normal-231,1
Lung_Opacity-3619,3
COVID-2774,0
COVID-566,0
Normal-5623,1
Lung_Opacity-4616,3
COVID-2279,0
Normal-6229,1
Normal-2087,1
Normal-5804,1
Normal-3582,1
Normal-6773,1
Normal-2181,1
Lung_Opacity-1910,3
Normal-2727,1
Lung_Opacity-2665,3
Lung_Opacity-3461,3
Normal-2601,1
Lung_Opacity-3231,3
COVID-1035,0
COVID-1985,0
Viral Pneumonia-91,2
COVID-911,0
Normal-959,1
Lung_Opacity-3879,3
Normal-9383,1
Lung_Opacity-2035,3
Lung_Opacity-3721,3
COVID-2837,0
Normal-7026,1
COVID-403,0
Lung_Opacity-2802,3
Lung_Opacity-924,3
Viral Pneumonia-790,2
Normal-3571,1
COVID-653,0
Lung_Opacity-1030,3
Normal-1078,1
COVID-2186,0
Normal-8192,1
Normal-476,1
Lung_Opacity-3119,3
Normal-1329,1
Normal-9979,1
COVID-2750,0
Normal-10095,1
Normal-1546,1
Normal-888,1
Lung_Opacity-5649,3
Normal-2037,1
Normal-1868,1
Normal-6722,1
Normal-1714,1
Normal-3976,1
Normal-5015,1
Viral Pneumonia-74,2
Lung_Opacity-1565,3
Normal-8103,1
Lung_Opacity-5682,3
Normal-2095,1
Viral Pneumonia-616,2
Normal-1819,1
Lung_Opacity-789,3
Normal-4447,1
COVID-2310,0
Lung_Opacity-1225,3
Normal-8812,1
Normal-6796,1
COVID-2922,0
Normal-2650,1
Normal-1410,1
Lung_Opacity-1,3
Lung_Opacity-2401,3
Viral Pneumonia-667,2
Normal-4476,1
Normal-8571,1
Normal-8866,1
Viral Pneumonia-781,2
Normal-3469,1
Lung_Opacity-290,3
Lung_Opacity-1259,3
Normal-1296,1
Normal-9471,1
COVID-1506,0
Normal-7529,1
Lung_Opacity-5204,3
Lung_Opacity-507,3
Lung_Opacity-5043,3
COVID-3203,0
Normal-6974,1
COVID-3336,0
Lung_Opacity-37,3
Lung_Opacity-410,3
Lung_Opacity-1021,3
Lung_Opacity-3319,3
Normal-9683,1
Normal-5749,1
COVID-482,0
Normal-1748,1
Viral Pneumonia-585,2
Normal-2536,1
COVID-2096,0
Lung_Opacity-568,3
Lung_Opacity-5719,3
Normal-8782,1
Normal-7222,1
COVID-3466,0
Normal-7579,1
COVID-3401,0
Normal-2671,1
Viral Pneumonia-703,2
Lung_Opacity-4764,3
Normal-2345,1
Normal-1531,1
Normal-9557,1
Lung_Opacity-1703,3
Lung_Opacity-1753,3
Viral Pneumonia-733,2
Normal-46,1
Normal-8899,1
Normal-5670,1
Normal-8266,1
Normal-8361,1
Normal-8380,1
Viral Pneumonia-869,2
Viral Pneumonia-917,2
Normal-4083,1
COVID-234,0
Lung_Opacity-1722,3
Lung_Opacity-4316,3
COVID-1548,0
Lung_Opacity-5234,3
Normal-4164,1
Lung_Opacity-2588,3
Normal-6228,1
Viral Pneumonia-1227,2
Lung_Opacity-1162,3
Normal-9370,1
Normal-5985,1
Lung_Opacity-4455,3
COVID-3126,0
Viral Pneumonia-403,2
Normal-510,1
Normal-1775,1
Normal-9947,1
COVID-1364,0
Lung_Opacity-729,3
Normal-3617,1
Normal-1256,1
Lung_Opacity-3246,3
COVID-379,0
COVID-2776,0
Viral Pneumonia-845,2
Viral Pneumonia-99,2
Normal-1372,1
Lung_Opacity-520,3
Lung_Opacity-5827,3
COVID-1532,0
Normal-8730,1
Normal-7997,1
Lung_Opacity-5304,3
Lung_Opacity-444,3
Normal-9460,1
Normal-8227,1
Normal-4698,1
Normal-1056,1
Viral Pneumonia-614,2
COVID-1046,0
Normal-10164,1
Normal-5982,1
Normal-2021,1
Viral Pneumonia-697,2
Lung_Opacity-5925,3
Normal-9773,1
Lung_Opacity-253,3
Normal-1720,1
Normal-9652,1
COVID-1840,0
COVID-1203,0
Normal-9387,1
COVID-3104,0
Lung_Opacity-5093,3
Lung_Opacity-4761,3
COVID-2045,0
Viral Pneumonia-752,2
Normal-5307,1
Normal-9578,1
Lung_Opacity-5223,3
Normal-6405,1
Normal-117,1
Normal-5002,1
Normal-1236,1
COVID-3148,0
Normal-5566,1
Normal-5136,1
Normal-5971,1
Normal-8238,1
Lung_Opacity-1911,3
COVID-2276,0
COVID-2193,0
Normal-3635,1
Normal-5554,1
COVID-2760,0
Lung_Opacity-4945,3
Normal-5102,1
Normal-8816,1
Normal-7014,1
Lung_Opacity-1518,3
Normal-8364,1
Normal-7661,1
COVID-3166,0
Viral Pneumonia-643,2
Lung_Opacity-2885,3
Normal-9559,1
Normal-9700,1
Lung_Opacity-1569,3
Normal-3986,1
Normal-2832,1
COVID-95,0
Normal-9039,1
Normal-3761,1
Lung_Opacity-486,3
Normal-5271,1
Normal-5256,1
Lung_Opacity-4780,3
COVID-2846,0
Normal-3683,1
Viral Pneumonia-387,2
Lung_Opacity-2644,3
Normal-4359,1
Lung_Opacity-1670,3
Normal-1137,1
Normal-2860,1
Lung_Opacity-334,3
Lung_Opacity-4432,3
COVID-2149,0
Lung_Opacity-1648,3
Normal-7498,1
Normal-2962,1
Viral Pneumonia-526,2
Normal-7655,1
COVID-3047,0
Normal-8984,1
Normal-4984,1
Viral Pneumonia-519,2
COVID-3402,0
Normal-272,1
Normal-8296,1
Normal-8774,1
COVID-3103,0
Normal-2287,1
Lung_Opacity-5973,3
Lung_Opacity-3169,3
Lung_Opacity-2530,3
Normal-1484,1
Normal-4080,1
Normal-8211,1
Normal-8345,1
Normal-3721,1
Lung_Opacity-2274,3
Lung_Opacity-2126,3
Normal-3431,1
COVID-2884,0
Normal-4864,1
Normal-5570,1
COVID-2152,0
Viral Pneumonia-774,2
Lung_Opacity-496,3
Lung_Opacity-3609,3
Lung_Opacity-1246,3
COVID-3132,0
Normal-6429,1
Lung_Opacity-5482,3
Lung_Opacity-499,3
Lung_Opacity-2610,3
Normal-5810,1
Lung_Opacity-3502,3
Normal-1373,1
COVID-3408,0
Normal-2939,1
Viral Pneumonia-765,2
Normal-22,1
Lung_Opacity-4546,3
Normal-8288,1
COVID-447,0
Normal-5293,1
Normal-5708,1
COVID-3162,0
Lung_Opacity-3942,3
Lung_Opacity-1692,3
COVID-890,0
Lung_Opacity-1244,3
COVID-3187,0
Normal-1298,1
Lung_Opacity-2241,3
Normal-4694,1
Lung_Opacity-228,3
Lung_Opacity-2157,3
Normal-7084,1
Lung_Opacity-166,3
Lung_Opacity-695,3
Normal-8326,1
Normal-8097,1
Normal-210,1
Normal-3534,1
Normal-1743,1
Normal-5703,1
Normal-3987,1
Normal-7537,1
Normal-6236,1
Viral Pneumonia-1040,2
COVID-3001,0
Normal-3488,1
Normal-1199,1
Viral Pneumonia-687,2
Normal-7238,1
COVID-1330,0
Lung_Opacity-4735,3
COVID-944,0
Normal-4573,1
COVID-2485,0
Normal-8878,1
Lung_Opacity-1184,3
Lung_Opacity-936,3
Lung_Opacity-2604,3
Lung_Opacity-4076,3
Normal-4947,1
Normal-2610,1
Lung_Opacity-4304,3
Normal-4403,1
Normal-5128,1
Lung_Opacity-5485,3
Lung_Opacity-2422,3
Normal-4128,1
Lung_Opacity-4461,3
Normal-5266,1
Lung_Opacity-3194,3
Normal-1829,1
Normal-3116,1
Normal-7566,1
Normal-1825,1
COVID-1057,0
COVID-2947,0
Normal-736,1
Normal-7953,1
